0,372,149
0,371,191
0,331,189
0,317,250
0,309,313
0,410,193
0,423,253
0,426,307
0,370,305
0,344,305
0,344,398
0,344,490
0,397,305
0,385,402
0,382,490
0,364,139
0,382,139
0,356,148
0,388,148
0,393,513
0,400,504
0,372,498
0,344,512
0,331,506
0,346,498
1,372,149
1,371,191
1,331,189
1,317,248
1,309,313
1,410,193
1,423,251
1,426,307
1,370,305
1,344,305
1,344,400
1,344,490
1,397,305
1,385,402
1,382,490
1,364,139
1,382,139
1,356,148
1,390,148
1,393,513
1,398,504
1,372,498
1,344,512
1,331,506
1,346,498
2,372,148
2,371,191
2,331,189
2,317,248
2,310,313
2,410,191
2,423,251
2,426,307
2,370,305
2,344,305
2,344,398
2,344,490
2,397,305
2,385,402
2,382,490
2,362,139
2,382,139
2,354,148
2,390,148
2,393,513
2,400,504
2,372,498
2,344,512
2,331,506
2,346,496
3,372,148
3,371,191
3,331,189
3,318,248
3,312,313
3,410,191
3,423,253
3,424,307
3,370,305
3,344,305
3,344,398
3,344,490
3,397,305
3,385,403
3,382,488
3,362,139
3,382,139
3,354,148
3,390,148
3,393,513
3,400,504
3,372,498
3,344,512
3,333,506
3,346,496
4,372,148
4,371,189
4,331,189
4,318,248
4,315,310
4,410,191
4,421,253
4,424,307
4,370,304
4,344,304
4,344,398
4,344,490
4,397,305
4,385,400
4,382,490
4,364,139
4,382,137
4,354,148
4,390,147
4,395,514
4,400,506
4,371,499
4,344,512
4,331,506
4,346,498
5,372,148
5,371,189
5,331,189
5,318,246
5,317,308
5,410,191
5,421,253
5,423,307
5,369,304
5,344,302
5,344,398
5,344,490
5,395,304
5,385,401
5,382,490
5,364,139
5,382,137
5,354,147
5,390,147
5,395,514
5,400,504
5,372,498
5,344,511
5,333,506
5,346,498
6,371,148
6,370,189
6,331,188
6,318,248
6,317,308
6,410,191
6,418,253
6,423,307
6,369,304
6,344,304
6,344,398
6,344,490
6,393,305
6,385,398
6,382,490
6,362,139
6,380,137
6,354,147
6,388,147
6,395,514
6,400,506
6,372,499
6,346,511
6,333,506
6,344,499
7,370,148
7,370,189
7,331,188
7,317,248
7,315,308
7,408,191
7,415,253
7,421,307
7,366,305
7,343,304
7,344,398
7,343,490
7,390,305
7,385,398
7,380,490
7,361,137
7,379,137
7,351,147
7,387,147
7,395,514
7,400,506
7,371,499
7,348,509
7,335,506
7,344,499
8,369,147
8,369,189
8,330,189
8,313,251
8,310,309
8,406,191
8,413,253
8,421,307
8,362,305
8,339,305
8,344,400
8,344,490
8,387,305
8,384,402
8,382,490
8,359,137
8,375,137
8,349,147
8,385,147
8,392,512
8,400,504
8,372,499
8,343,511
8,331,506
8,346,499
9,367,148
9,362,189
9,323,189
9,309,251
9,308,307
9,402,191
9,413,253
9,415,307
9,359,305
9,335,305
9,341,400
9,344,490
9,385,305
9,384,403
9,382,490
9,358,137
9,372,137
9,346,147
9,385,147
9,393,512
9,400,504
9,372,499
9,344,511
9,333,506
9,346,498
10,362,148
10,361,189
10,322,189
10,307,250
10,307,307
10,400,191
10,411,253
10,413,307
10,359,308
10,333,307
10,338,402
10,344,490
10,385,308
10,383,405
10,380,490
10,357,137
10,372,137
10,344,147
10,384,147
10,392,512
10,398,504
10,372,499
10,343,511
10,331,504
10,346,498
11,361,147
11,359,189
11,320,189
11,305,251
11,305,307
11,398,191
11,410,253
11,413,307
11,359,305
11,333,307
11,335,400
11,344,490
11,385,305
11,384,401
11,374,490
11,354,137
11,370,137
11,343,147
11,382,145
11,385,506
11,395,503
11,367,499
11,344,512
11,331,508
11,346,499
12,359,147
12,357,189
12,318,188
12,305,251
12,305,310
12,397,189
12,410,253
12,411,307
12,358,305
12,333,305
12,335,400
12,344,490
12,384,305
12,380,400
12,370,490
12,353,137
12,370,137
12,341,145
12,379,145
12,371,514
12,384,509
12,361,498
12,344,511
12,333,506
12,346,495
13,359,147
13,357,189
13,318,189
13,305,251
13,305,309
13,397,189
13,410,251
13,411,305
13,357,305
13,333,305
13,335,398
13,343,488
13,384,305
13,379,398
13,372,490
13,349,137
13,369,137
13,340,145
13,377,144
13,372,514
13,384,511
13,364,498
13,346,508
13,333,504
13,344,495
14,359,145
14,357,189
14,318,189
14,305,251
14,305,309
14,398,189
14,410,251
14,411,307
14,357,304
14,331,304
14,335,398
14,344,488
14,384,305
14,375,398
14,371,490
14,349,137
14,367,136
14,340,145
14,375,142
14,371,513
14,384,508
14,364,498
14,346,509
14,333,504
14,346,493
15,358,145
15,357,189
15,318,189
15,305,251
15,305,309
15,398,189
15,410,251
15,413,307
15,357,305
15,333,305
15,338,398
15,344,490
15,384,305
15,375,398
15,370,488
15,348,137
15,367,136
15,339,145
15,375,142
15,374,514
15,384,508
15,361,496
15,346,509
15,333,504
15,346,495
16,359,144
16,357,189
16,318,189
16,305,251
16,304,310
16,398,189
16,410,253
16,413,305
16,359,305
16,333,305
16,338,398
16,344,490
16,384,305
16,375,398
16,370,488
16,349,136
16,369,135
16,339,145
16,375,140
16,374,514
16,385,508
16,361,496
16,346,509
16,333,504
16,346,496
17,359,142
17,359,189
17,318,189
17,305,248
17,304,312
17,398,189
17,410,251
17,415,305
17,359,305
17,333,305
17,338,398
17,344,488
17,384,305
17,377,398
17,371,488
17,349,135
17,369,135
17,341,144
17,377,140
17,372,514
17,384,509
17,362,496
17,344,511
17,331,504
17,346,495
18,359,142
18,359,189
18,318,189
18,305,250
18,299,315
18,398,189
18,411,251
18,415,305
18,359,304
18,333,304
18,338,398
18,344,490
18,384,304
18,377,398
18,371,488
18,351,135
18,369,135
18,341,144
18,377,142
18,372,513
18,384,506
18,364,496
18,344,511
18,331,504
18,346,496
19,359,142
19,359,189
19,318,189
19,305,248
19,294,308
19,398,189
19,411,251
19,421,304
19,359,304
19,333,304
19,339,398
19,344,488
19,385,304
19,377,398
19,370,488
19,351,135
19,369,135
19,341,144
19,379,142
19,372,513
19,384,508
19,361,496
19,344,511
19,333,506
19,346,495
20,359,144
20,359,188
20,320,188
20,302,248
20,286,307
20,398,189
20,411,248
20,426,299
20,359,304
20,333,304
20,340,398
20,344,490
20,384,302
20,375,398
20,370,488
20,351,135
20,370,135
20,341,144
20,379,142
20,371,513
20,384,508
20,362,495
